Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),"Access to electricity, urban (% of urban population)",Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),"GDP per capita, PPP (current international $)",GNI (current US$),"Compulsory education, duration (years)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Number of infant deaths,"International tourism, number of arrivals","Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"International tourism, expenditures (% of total imports)","Communications, computer, etc. (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)",CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total",Energy intensity level of primary energy (MJ/$2011 PPP GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),"Automated teller machines (ATMs) (per 100,000 adults)","Hospital beds (per 1,000 people)","Physicians (per 1,000 people)",High-technology exports (current US$),"New business density (new registrations per 1,000 people ages 15-64)",Exports as a capacity to import (constant LCU),"International tourism, number of departures"
Afghanistan,AFG,2018,1.850994087553228,25.495,3.3499343873148875,99.9021453857422,21.422700881958,,2.0702249016994,0.152402080205394,0.0,45.87545083035916,0.354084322014645,,,,0.335310318709635,0.0,18053228578.88776,2082.6356482136225,18240838101.738983,9.0,3.2,2.4,13.5,17.8,57231.0,,914369995.117188,188029998.779297,438049987.792969,331730010.986328,97709999.0844727,3121639989.5064545,14.12674332,23.4,2.8293717460422383,13.510599766158176,38803701.6430421,0.2001510710153755,6.4,1.0067462924827302,629.8601237,,,,,,,1.61193188855075,,,0.0,0.211651121897032,,
Albania,ALB,2018,28.791970802919707,60.319,1.3171621044569777,100.0,38.2663993835449,65.4,1.24482763265757,0.955543416725518,0.0188720319043938,58.028167976289325,1.0072322261869384,31.57192721345169,45.236190919583,76.80811813303468,0.169991392116727,0.0408942210120846,15156432309.897655,13483.011613718503,15137993151.16697,9.0,1.0,1.1,1.8,1.9,289.0,5927000.0,21120000.8392334,-239999.994635582,58659999.8474121,1500000.0,810000.002384186,361069995.64170885,5.23207188,4.0,25.531467470333418,13.732311395140648,-4513335.95695979,1.93973156347946,11.3,1.16126612950916,543.1755411,,,,,,,30.6381247603086,,2.1584,591717.0,1.6578247650228,496867902107.6354,5415000.0
Algeria,DZA,2018,0.8103316019667967,72.629,2.805020077080588,99.8981781005859,0.193299993872643,49.03846808,3.58655082145899,11.427091703194,0.0039195466916605,50.38394449434046,11.513036947653832,25.861150824153786,32.204340946665226,58.06549177081901,0.101309114037666,0.0339771604964082,174910878623.04855,11909.92982472038,170507068128.83704,10.0,1.8,1.7,2.7,3.3,20873.0,2657000.0,2519999.98092651,389999.98569488496,10470000.2670288,8819999.69482422,569999.992847443,139420004.86142924,6.16302586,2.5,0.9019996749342244,62.6734979871454,846211528.098013,3.591657418352074,11.8,5.46782435628871,505.1816596,0.212347351229589,,,,,,9.53991893306415,,1.7193,,0.353296737480681,4110917220487.575,5610000.0
American Samoa,ASM,2018,85.95,87.153,-0.2995343966714234,,2.85660004615784,,,,,175.74334898278562,,68.23161189358372,103.59937402190924,171.83098591549296,0.0,0.0,639000000.0,,,,,,,,,20200.0007629395,,,,,,,,,,,,,,,120.5533597,,,,,,,,,,,,437317220.5438067,
Andorra,AND,2018,34.04255319148936,88.062,-0.0854902475273902,100.0,18.5060005187988,,,,,54.003397828472046,,,,,0.0,0.0,3218316013.2262635,,,10.0,0.3,0.4,1.3,1.9,2.0,8328000.0,,,,,,,6.75162506,,,,,5.973405360482028,,,159.0373988,,,,,,,,,,33913480.0,,,
Angola,AGO,2018,54.31740595171252,65.514,4.311803148398667,65.27,56.7854995727539,35.0,1.44015053135238,22.4068903400644,0.0,55.80088524281835,22.4068903400644,40.83628988655744,25.54182092998846,66.3781108165459,0.419192182495699,0.0,101353230784.59372,7099.971958099284,93523683283.39047,6.0,10.6,6.8,13.1,19.0,63772.0,218000.0,50560001.373291,17159999.8474121,4190000.05722046,600000.023841858,6449999.80926514,103450001.7743558,2.54010224,15.5,2.9435219709421623,53.89245028415595,5714167.48479243,0.8873803639083905,13.9,1.87177586619642,519.6660197,,,,,,,18.922316416156,,,67484792.0,,424641556434.0328,
Antigua and Barbuda,ATG,2018,18.75,24.599,0.4316005515048039,100.0,0.904900014400482,,1.66944177845493,0.0,0.0,45.14477462206386,,64.52485557131492,70.53929728670103,135.06415285801594,0.0,0.0,1605944444.4444444,21521.885051108777,1527993259.2592592,11.0,0.7,1.0,2.8,3.3,9.0,1064000.0,-79999.9982118607,2170000.07629395,19999.9995529652,129999.995231628,,3340000.094845895,4.85093021,,9.797813288110191,52.599956525185874,-1042646.02502499,5.504663384640951,8.7,,171.685258,,,,,,,66.6471168457253,,,11437.0,4.20742610707899,,
Argentina,ARG,2018,10.520373151507844,91.87,1.1476021589791885,100.0,10.5207996368408,,1.57232594730798,1.50714242219711,0.151927520461672,24.2488972103555,1.6590699426587818,14.436685749903372,16.325850205089225,30.7625359549926,0.150146455085936,0.184786908826945,524819742918.6688,23293.398633763893,506152916906.923,14.0,0.9,1.1,3.4,4.8,6503.0,6942000.0,4210000.03814697,-11500000.0,11140000.3433228,3170000.07629395,,20180000.076070607,9.66646481,3.5,15.069971948302484,32.48233159925359,1725981572.70571,3.9872341980588977,5.3,0.745498854953045,260.3244017,8.762256111833516,93.0,,,0.4936,1211.42035,58.983342955789,,,647172436.0,0.198629933646666,182162642073.20245,18411000.0
Armenia,ARM,2018,11.552160168598526,63.149,0.3086849233102482,99.9,11.1330003738403,68.24505226,1.75491584636712,0.0,0.412776265817707,59.19918438403021,0.5049519799031289,39.39289402860731,53.08021299260473,92.47310702121204,0.2638273677589,0.826353694971407,12457941907.03328,13020.396318599229,12658312508.811815,12.0,1.0,1.0,2.7,2.9,447.0,1652000.0,26120000.8392334,-7849999.90463257,74839996.3378906,1149999.97615814,29999.999329447703,186099999.66062605,10.00543404,3.2,20.100782392189046,12.429191584694957,7012505.83172007,1.8802462682193324,0.8,4.11988615256896,562.7848962,,,,,0.18876,,64.1141659011669,,,36293329.0,3.05245628974112,1895285207363.389,1623000.0
Aruba,ABW,2018,2.333333333333333,43.411,0.7317398835288415,100.0,8.0241003036499,,,,,,,73.79939714420388,74.62640530640527,148.42580245060915,,,3202188606.928933,,2991584752.18033,13.0,,,,,,1897000.0,,,,,,,,,17.357893924636443,46.85468548290771,30370487.7007396,,,,47.69008245,,,,,,,126.43242187051,,,2562959.0,,,
Australia,AUS,2018,17.42131455716444,86.012,1.6617492593712762,100.0,9.64500045776367,,1.04772544186973,1.33532466914721,1.23468966892193,34.47489011615099,2.5700143380691403,21.869712948724487,21.512513117584565,43.38222606630905,0.18182323041867,2.8518880552556,1428529571351.058,50169.187293652256,1383829935663.902,10.0,0.4,0.4,1.5,2.1,1008.0,9246000.0,,,,,,,9.1550045,2.5,13.660756630604672,27.280196634021404,275082878.233431,15.475516485655987,0.7,1.8906222459572304,329.0785943,88.39860898403968,2004.0,,,,,146.173368450606,,3.7595,5231519632.0,14.4796186606973,436525812209.9359,11403000.0
Austria,AUT,2018,47.16396025206011,58.297,0.8359055151181553,100.0,33.8456001281738,87.47913723,0.536026742781154,0.0589123433241552,0.002104838763902,83.20484167153508,0.0610171820880572,55.440654375525966,52.44102241181432,107.88167678734028,0.0766267322217842,0.0120664514614034,454945881027.37775,56960.09142589294,450492610615.2873,13.0,0.3,0.5,1.3,1.7,256.0,30816000.0,,,,,,,10.31750679,2.5,5.904991615040028,47.93145237007505,-26914104175.5494,7.146637624637734,4.8,0.744858294108948,268.2551756,25.67382294707952,67.0,,,3.17491,5733.07565,169.405219396587,7.27,5.2114,16673587545.0,0.508252963113079,206588328758.64893,11043000.0
Azerbaijan,AZE,2018,13.41392975536574,55.68,1.4734001523808629,100.0,1.97130000591278,79.79999549,3.28661328862764,18.4505771976058,0.125708649797527,67.46129451131199,18.576285847403327,54.09229386205864,37.58028267492384,91.67257653698248,0.0192364028432561,0.152776194656631,47112941176.47059,14550.762816931774,44853529411.76471,10.0,1.6,1.6,2.6,3.1,3238.0,2850000.0,12729999.5422363,22770000.4577637,9420000.07629395,1039999.96185303,29999.999329447703,126560000.47922128,3.55621028,2.5,13.854687541213176,40.63401946286243,1760877000.0,3.221402183209251,1.3,3.5624012341269697,978.3191126,,,,,0.18416,,32.8480564702991,,,21177989.0,1.65845319779658,,4908000.0
Bahamas  The,BHS,2018,50.935064935064936,83.025,1.1332882962257689,100.0,1.01929998397827,,0.61202387910999,0.0,0.0,30.838617208555984,0.0,36.02408512361931,39.551948153110345,75.57603327672966,0.0130319917052742,0.0,12837800000.0,37416.97225543818,12002740000.0,12.0,1.1,1.3,4.3,8.7,60.0,6622000.0,,,,,,,5.92999935,,10.144042685115334,45.88768006582873,117328000.0,5.860463910174128,11.4,,159.9537037,,,,,,,127.791251986284,,,6222843.0,,5148020836.41878,
Bahrain,BHR,2018,0.8461538461538461,89.287,5.034177813106887,100.0,0.0,98.64467258,3.56484261816712,3.91167355766331,0.0,87.0733500547021,3.912063607222589,79.25365941175022,71.55878100518174,150.81244041693196,0.0003847500463513,0.0,37801462765.95744,47503.0619389863,35726063829.78723,9.0,0.9,1.0,1.9,2.5,133.0,12045000.0,,,,,,,4.14378214,,9.276503330952911,10.181435015970225,1515159574.46809,19.59297583851565,1.1,4.07429482993766,320.9689649,57.83559259428637,43.0,,,,,,,,11790575.0,3.11021620192405,9770251004.729176,2868000.0
Bangladesh,BGD,2018,14.468771606360914,36.632,3.18911971165231,96.5,30.7061996459961,11.5,1.355874745725,0.441376939618594,0.0,36.39883727079827,0.510576011589422,14.800958178108992,23.44393480979808,38.244892987907065,0.0828251015697956,0.0,274038973437.27548,4547.4800163878845,286535935296.73926,5.0,3.3,2.9,5.7,5.5,78659.0,267000.0,324140014.64843804,1179280029.29688,118800003.051758,253309997.558594,14569999.6948242,2522980041.0419774,2.50803041,10.8,1.840353977432228,16.84030400370333,19210044.1953508,0.512837313770296,21.2,1.26399978490041,681.0210514,28.240691106556724,593.0,,,,,8.88779211737954,,0.5809,,0.041286231610332,1353893067255.003,
Barbados,BRB,2018,14.651162790697676,31.147,0.1053422037728547,100.0,5.83559989929199,,0.998806888085322,0.276339174977162,0.0,39.83092499754252,0.276339174977162,41.287598545168585,39.7053012877224,80.99289983289098,0.0136016219658523,0.0,5086500000.0,16051.255811927607,4856103100.0,11.0,0.6,1.2,2.4,3.8,37.0,1356000.0,,,,,,,6.56259155,4.2,,,9204500.0,4.360870778677087,7.3,,136.4859651,69.62705200039319,16.0,,,,,26.1682874122096,,,,4.48257327885363,,
Belarus,BLR,2018,43.05153217065721,78.595,0.3744594103794897,100.0,7.21979999542236,79.12988669,3.94251804330116,0.402614799729703,0.0,120.51554017872836,0.4193767008718622,70.45504526253742,68.93869098763322,139.39373625017066,1.14314921386453,0.0,60031262269.33648,19430.278772431506,57861414899.88222,9.0,0.6,0.7,1.8,2.7,286.0,11502000.0,5409999.84741211,670000.016689301,14920000.0762939,1649999.97615814,90000.0035762787,99140001.7980486,5.52699471,2.5,2.8302776816881035,40.68737167274005,55200000.0,6.2836477364406536,0.5,1.18226172889567,444.5883741,,,,,0.60443,,53.8938462461458,,,716800300.0,1.34338494093275,48214895202.40592,9326000.0
Belgium,BEL,2018,22.764200792602377,98.001,0.4960030034681721,100.0,10.6626996994019,88.647343,0.686215702120043,0.0,0.0,170.08886623334513,0.0005119534709527,83.035866838076,83.27730792858021,166.3131747666562,0.0189338645597239,0.0,543008499294.07855,52528.11853888144,547814643654.7992,12.0,0.4,0.4,1.1,1.8,422.0,9119000.0,,,,,,,10.76469994,2.5,4.596352546436995,54.37495686020173,-36001467214.8077,8.179711061136143,5.4,0.8906444863096561,256.9262525,59.13232360103567,,,,2.76578,5023.26301,80.9654064381108,5.62,3.1146,28164337255.0,3.71075532503756,363775061328.1489,13098000.0
Belize,BLZ,2018,56.96492766330557,45.724,2.192219665239976,97.9,40.1162986755371,,1.35123828753375,1.25223298828991,0.0,73.54246863990198,1.25223298828991,56.35609478880581,56.654536807480525,113.01063159628632,0.359075958162855,0.0,1915899786.96407,7436.046106861268,1759649786.96407,8.0,1.3,1.7,4.5,8.2,88.0,1697000.0,2799999.95231628,850000.023841858,29999.999329447703,1029999.97138977,,15870000.045746513,5.81922674,6.2,4.328654460336236,32.12032318919537,718372.53665,1.775127848362314,34.7,1.29466567099759,182.6794917,,,,,,,44.5562719505163,,1.078,6270.00000000044,3.06506945616107,1720115872.4909985,
Benin,BEN,2018,28.690581766583893,47.312,3.8913321777948062,64.3675308227539,43.9723014831543,26.0,2.01624408417291,0.0922212399130459,0.0,54.12129939751612,1.614407693005426,27.27423061881469,34.52096387131757,61.79519449013225,2.32512861661822,0.0,14262407011.525412,3236.6704171829965,14105967001.32236,6.0,12.9,7.7,11.6,11.3,24283.0,322000.0,57110000.6103516,14260000.2288818,42099998.4741211,519999.980926514,,357769999.8077006,2.50416446,7.3,1.627874073120409,25.512627922788568,9770518.6844654,0.6887223243115933,3.6,0.6328575401476,713.6800979,,,,,,,4.73531338016503,,0.0791,1408703.0,0.486351841642686,2109954101226.397,
Bermuda,BMU,2018,18.51851851851852,100.0,0.0719919900882055,100.0,0.380299985408783,,0.343711255415385,0.0,0.0,15.489327797778865,,51.26981343180799,25.851397410057043,77.12121084186504,0.0,0.0,7224329000.0,83377.06467480861,7459240000.0,13.0,,,,,,766000.0,,,,,,,,,15.201776876520864,40.26747247535816,-35028302.25,,,,153.1293463,33.12695199789489,13.0,,,0.25998,,,,,2939781.0,,3602285856.677616,
Bhutan,BTN,2018,71.34556895647614,40.895,2.974001213739715,99.9904937744141,81.0935974121094,,2.81986633672814,0.0,0.0132121393818302,67.59666145512038,1.2327791250060802,30.81770601488694,53.36930561180332,84.18701162669026,1.92887368249323,0.0696622256757227,2446866404.9305816,11620.915900116355,2226677925.7049694,,2.9,5.2,5.7,6.8,321.0,274000.0,670000.016689301,17840000.1525879,689999.997615814,340000.00357627904,90000.0035762787,42710000.11079012,3.2427721,,6.327688360631655,37.55674776947788,0.0,1.829277991929968,3.5,,597.9052511,,,,,,,43.9302972616781,,0.4242,,0.0913169260779769,19719841031.94062,
Bolivia,BOL,2018,47.31213883504108,69.425,1.9200612402652464,99.5,7.57250022888184,44.2861422,2.41109215302244,3.40742060216234,0.93668439399144,47.06405306341229,4.34410499615378,25.988794663769323,31.121169660910013,57.10996432467933,0.499141278669154,1.16607761860563,40287647930.47611,8863.349161073922,39311992849.00579,14.0,2.2,2.4,4.9,5.4,5492.0,1142000.0,860000.014305115,9199999.80926514,47060001.373291,759999.990463257,3250000.0,305219997.72265553,6.64209032,12.6,8.142733046522242,41.260896185516685,-84465303.8440564,2.0003276626554416,39.2,1.5365962845992298,546.3162355,,,,,,,40.3817506690144,,,19560045.0,0.512640885286436,12416672608.42006,1060000.0
Bosnia and Herzegovina,BIH,2018,42.7326171875,48.245,-0.0592230575783151,100.0,35.4009017944336,70.12013504,4.51942933819325,0.0416146526715107,0.105524056733026,93.23297987540748,0.1825125402547707,42.51854485292634,57.25631974073241,99.77486459365876,0.567950157664424,0.290474640630655,20177409351.43288,14901.781224632,20057362292.609352,9.0,0.5,0.7,1.7,2.5,142.0,1053000.0,49630001.0681152,43200000.76293951,24120000.8392334,3369999.88555908,5329999.92370605,270200000.1668931,8.89146042,2.5,3.2710408029323244,15.492222480142932,18984277.8579466,6.781131606601706,14.9,0.852548557100982,365.6352818,,,,,0.19485,471.2501,55.8396955995355,,,261342666.0,1.09071865365154,13695458706.448551,
Botswana,BWA,2018,27.33453319923068,69.446,3.277434193601404,85.6928634643555,28.1989002227783,58.0,1.59339162180326,0.325165167588943,0.0475571844914041,76.17839238650794,0.3727223520803471,44.53578692516402,43.52764493091738,88.0634318560814,0.25374427481534,0.0568003163538757,16914245098.039215,16611.90438720017,16971803921.568628,,4.4,3.3,4.9,6.6,2101.0,1830000.0,54520000.4577637,9579999.92370605,670000.016689301,1480000.01907349,,69700000.36247078,5.96867228,29.5,3.780021698186194,51.26522580942496,82078795.499989,3.642305219853713,0.6,2.67608892317505,303.3016338,,26.0,,,,,44.5076484474843,,0.2893,38519418.0,15.1036491792027,77836867630.45267,
Brazil,BRA,2018,59.70842795167346,86.569,1.084634853442427,99.9,47.0616989135742,70.43428254,1.05525681944076,1.72258778401389,0.337119738704541,22.31835134044021,2.0597075227184307,14.634999495298567,14.24120388210346,28.876203377402028,0.819184516373365,0.870389788298411,1916933708381.892,15020.438223888052,1863630803617.06,14.0,1.1,1.4,5.7,7.7,39558.0,6621000.0,24280000.6866455,-13060000.4196167,127290000.915527,33290000.915527303,84279998.7792969,401910002.0807233,9.46475124,2.5,8.309271618813137,54.61874135598103,2024569614.32,2.041874199047383,4.7,1.49420335261882,321.5438278,47.82765235913679,334.0,,,1.16038,,106.547487867001,,,11062943562.0,1.7379789498387,485059126213.18665,10628000.0
British Virgin Islands,VGB,2018,24.133333333333333,47.723,1.5807523908795775,100.0,1.36010003089905,,,,,,,,,,,,,,,12.0,,,,,,192000.0,,,,,,,,,,,41586972790.0,,,,122.3628692,,,,,,,,,,,,,
Brunei Darussalam,BRN,2018,72.10626185958255,77.629,1.4586478241382417,100.0,0.0109000001102686,95.0,2.17941673326503,16.5908765859051,0.0,79.14588383148462,16.5908765859051,51.93227637833998,41.96404349489099,93.89631987323096,0.0651156541691175,0.0,13567351175.031507,61839.117565608125,13651197271.851135,9.0,1.1,1.0,1.2,2.3,60.0,4521000.0,,,,,,,2.41289377,2.5,10.29621982513638,47.052959119443486,,16.64490861618799,1.2,2.63661248547429,376.1564589,,,,,0.27763,,74.503461685232,,,115050.999999999,2.4088049094354,9708690023.436424,
Bulgaria,BGR,2018,35.62085482682388,75.008,-0.2691020823533362,100.0,19.5275001525879,64.78201069,2.5419974843976,0.0608507865507804,0.249071115347621,107.69938824903464,0.3099219018984014,65.6959664260159,63.15591500145715,128.85188142747305,0.241889942580524,0.30308166388062,66363422450.21123,22990.10548611251,64214009656.00483,11.0,0.8,0.9,2.3,3.0,368.0,12368000.0,,,,,,,7.3434248,2.8,5.361579735662427,27.073878394382245,924350000.0,5.854773433933516,1.1,1.45156836676972,578.5154327,,274.0,,,0.75565,2342.86988,93.4046702335117,,4.2071,2011478915.0,1.95781337782393,69994027518.88849,6699000.0
Burkina Faso,BFA,2018,23.086257309941523,29.358,4.984051438299049,62.3,66.9662017822266,14.0,1.05842755239321,0.0,3.00358783547942,47.54543163041445,6.39970382338207,28.07890614192188,32.51671948172694,60.59562562364882,4.84494340668782,3.61385367020627,15890065019.76338,2168.6622132077946,15387935651.768442,10.0,12.4,6.2,8.0,11.1,40845.0,144000.0,61970001.220703095,15819999.6948242,54389999.3896484,2430000.0667572,2970000.02861023,632300007.0881101,4.90988731,12.7,3.696587189958783,28.53748334803153,67713349.20104,0.21618648458803,43.3,2.16504174626094,703.9725041,,,,,,,3.96374288055219,,0.0853,6531273.0,0.328520071893579,2554390531569.329,
Burundi,BDI,2018,10.889408099688474,13.032,5.70023172321884,61.5469093322754,85.5269012451172,5.0,0.76075868974526,0.0,0.21330591205859,36.46249024734303,10.933416132675193,9.40103814120826,29.80900491921208,39.21004306042033,11.0535045140133,0.267760957825888,2668495742.8844323,779.8081756678966,2673857144.9270954,,12.4,9.3,8.9,9.0,17775.0,,50020000.4577637,9859999.65667725,33340000.15258789,5369999.88555908,4510000.228881841,265070001.32091343,8.2447691,,,18.50060743587656,5.6089,0.0527946300523678,10.7,1.8821614469197696,536.4616082,,,,,0.21312,23.43546,,,,2019594.0,,235814955393.0081,
Cabo Verde,CPV,2018,11.196029776674935,65.732,1.8780451554650883,94.5784301757813,22.99880027771,59.5,1.16278215162203,0.0,0.0,45.3597019151909,0.196779710141191,48.95264437487285,67.99842280002639,116.95106717489922,0.36914918506449,0.0,1966503222.7675872,7028.993090726464,1919741428.1661644,10.0,1.0,1.1,2.1,4.0,144.0,710000.0,3910000.08583069,12590000.1525879,79999.9982118607,519999.980926514,,64269999.77603553,5.26637983,16.2,8.375751759902759,33.57782506738222,20237547.6967926,1.1402005281703091,14.4,0.542008419435312,355.06355,,,,,,,49.3181953155461,,,12.0,16.2002335616495,78745225529.58508,
Cambodia,KHM,2018,47.47195785180149,23.388,3.2502244279030084,99.7136611938477,61.8376998901367,65.00000218,2.1232675711568,0.0,0.0,122.86058419648802,0.207609140002499,61.59572751177576,63.30288532074475,124.89861283252051,0.872103586520541,0.0,24571753583.492203,4259.203118887385,22915193840.17479,,3.1,2.0,3.7,4.8,8661.0,6201000.0,101919998.168945,159360000.61035198,53659999.8474121,5539999.96185303,5980000.01907349,635789994.9885907,6.18275642,6.8,4.939914556244636,16.876603632119526,123963610.341078,0.6867778947365182,47.4,2.22485237535631,903.4884514,,,,,,,19.4460835864947,,,164816025.0,0.671346836535525,68817345284404.45,1995000.0
Cameroon,CMR,2018,43.266442427704085,56.374,3.6769294630276126,90.0,80.6303024291992,29.7,0.894742545477099,3.00694614591623,0.0345764553979512,23.662976139749134,3.214245629998364,18.73625346901809,21.85134940800994,40.58760287702803,2.95560271606454,0.0425393992140354,39973839064.60838,3800.9712671191264,39233893813.35556,6.0,14.5,9.5,12.7,18.2,45193.0,997000.0,109699996.948242,22260000.2288818,112569999.694824,13789999.961853,2680000.0667572,717440014.6398693,3.46510625,5.6,10.863748398996972,31.021967154752712,107937662.700865,0.3418429084311905,24.8,1.11159531025983,381.2266066,,,,,,,4.81122475325364,,,16426309.000000002,,3993391578624.454,
Canada,CAN,2018,38.7037629425392,81.411,1.4875059869397684,100.0,22.1828994750977,94.64,1.27400820694453,0.517060393601982,0.0972446641089689,53.39323091809823,0.6143050577109509,32.2801824238976,34.16753441470842,66.44771683860601,0.0615672463626025,0.125300574674664,1725329192783.024,49992.6354904724,1695996608536.0994,10.0,0.4,0.5,1.7,2.8,1736.0,31274000.0,,,,,,,10.80637455,2.5,,40.48536832061743,62760295369.0893,15.497025267219817,0.3,1.32468109445935,192.2010146,112.32075119960652,3330.0,,,1.56287,,219.963921824827,2.55,2.4251,30479680630.0,0.215755281390988,698144111683.2906,38069000.0
Cayman Islands,CYM,2018,53.37499999999999,100.0,1.2387069028122109,100.0,0.0087000001221895,,,,,23.39466943954568,,71.68833559658651,45.59318170069347,117.28151729728,0.0,0.0,5522625585.0234,73507.56951605676,3852947437.897516,12.0,,,,,,2384000.0,,,,,,,,,11.279713213181536,35.28992327003734,1426485187.54089,,,,188.1762406,7.928294128564299,4.0,,,,,,,,,,,
Central African Republic,CAF,2018,35.896818517448395,41.364,2.4517904935471817,32.3259468078613,80.9485015869141,,0.587510307946253,0.0,0.0413603816960816,34.6693961341888,0.0413603816960816,18.88362441078601,46.980022453967344,65.86364686475335,10.774475801721,0.0557070685968073,2220978978.173415,955.5137442921284,2386745257.734093,10.0,16.4,12.8,11.8,24.2,13346.0,109000.0,56229999.5422363,6440000.05722046,49450000.76293951,34639999.3896484,8539999.96185303,407820002.7421116,10.99530983,46.7,,,,0.0707187056333878,143.4,1.43304053959819,517.6401709,,,,,,,,,,8173212.0,0.137787098669747,129850781555.72658,
Chad,TCD,2018,3.6014930114358323,23.059,3.899007628212179,36.2851943969727,85.2577972412109,8.0,0.332221131529191,12.2816698448776,0.0,50.80447666062874,14.28685877913909,36.19068244858521,38.01407128358052,74.20475373216573,4.06708754042046,0.0,11239167048.49162,1614.1682869198253,11075017680.010586,10.0,14.1,11.2,16.5,19.7,45252.0,63000.0,93389999.3896484,5579999.92370605,39259998.3215332,19999.9995529652,,478220004.5920908,4.1669445,30.4,,,,0.0691315979407053,172.3,2.33946854618029,804.4996346,,,,,,,1.14863214407953,,,,0.11256815790415,1628211980089.3098,
Chile,CHL,2018,24.161529026323013,87.564,1.4756074992344486,100.0,25.4606990814209,,1.21182139488136,0.0103841328417741,3.10653947546676,50.204036029654354,3.116923608308534,28.50718354632765,28.81443921279186,57.32162275911951,0.80202933322273,4.94385887076136,297571693064.1932,25714.13942499781,284105303708.79626,12.0,0.6,0.8,2.1,3.0,1434.0,6603000.0,,,,,,,9.15850449,3.0,3.6706763110833296,41.03814435299922,1309261953.59184,4.6248722447118045,5.7,1.85963861836923,403.5433281,84.26189918068235,205.0,,,,,49.6891930330003,2.06,5.1824,679146612.0,10.3139171292221,47124972922219.74,4605000.0
China,CHN,2018,22.94173538351007,59.152,2.503400503538076,100.0,13.12380027771,59.2,2.98414362524139,0.719562932136533,0.135664778870825,33.26738896406856,0.8552277110073581,19.11210353641393,18.45368056572344,37.56578410213736,0.0998953826431864,0.18506034562994,13894817549380.293,15497.359994837629,13833789298669.893,9.0,1.0,1.0,1.4,2.5,109028.0,158606000.0,31329999.9237061,-931880004.882813,507489990.234375,74230003.3569336,11579999.9237061,-199920008.4432965,5.16790485,2.5,,23.89444496502645,143026576683.861,7.352262682140922,1.2,1.73953368321942,949.1200939,45.51970356949444,3584.0,,,2.14058,1307.12128,97.1189881243622,,,731842123479.0,8.66926108411754,,149720000.0
Colombia,COL,2018,53.66424515547544,80.778,1.9360866028941663,99.9,30.7182006835938,64.12637682,1.24006110591485,4.1006940695347,0.122026612983552,27.829891336122696,4.222720682518252,15.899719677543109,20.635033119354173,36.53475279689728,0.108646052308931,0.152147146850057,334198214706.20905,15044.055336532272,325596541466.9402,12.0,1.1,1.4,4.5,6.8,8925.0,4397000.0,339209991.455078,9380000.11444092,516960021.972656,46939998.626709,50540000.9155273,1723120015.2933598,7.62541389,7.9,8.604514410432971,33.436409370192635,5126317720.97231,1.6006506184644966,14.0,3.06210551143266,444.0161621,31.073888318431703,66.0,,,0.23462,,42.3373317020385,1.71,3.8441,603546789.0,2.0000858486755,145176112210605.84,4368000.0
Comoros,COM,2018,18.162278344975817,28.965,2.866282823906572,96.3621063232422,55.0059013366699,,0.761069862316088,0.0,0.0,23.889685341302613,1.3803634633094,12.909022989085988,30.08713035225701,42.996153341343,1.46385141629581,0.0,1188797574.9475255,3146.901747652514,1185350497.6657815,6.0,6.0,2.5,3.5,6.0,1314.0,35900.0015258789,1259999.99046326,4989999.771118159,9999.99977648258,180000.00715255702,,37630000.14051792,4.90244007,,13.496464277827958,16.73232784093062,,0.3123791032797403,82.5,,563.5393519,,,,,,,4.96785795900524,,,28671.0,0.163109281127211,64769474714.56088,
