FileName,Greenery,Land/Barren Land,Construction
global_monthly_2018_10_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,73.352,21.307,13.659
global_monthly_2018_03_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,11.969,90.705,16.082
global_monthly_2018_05_mosaic_L15-0487E-1246N_1950_3207_13.tif,87.972,8.238,6.148
global_monthly_2018_11_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,64.911,38.596,3.959
global_monthly_2018_10_mosaic_L15-0683E-1006N_2732_4164_13.tif,75.829,18.982,16.308
global_monthly_2019_12_mosaic_L15-0544E-1228N_2176_3279_13.tif,65.16,40.934,7.203
global_monthly_2018_04_mosaic_L15-1138E-1216N_4553_3325_13.tif,2.372,83.904,34.56
global_monthly_2017_11_mosaic_L15-1203E-1203N_4815_3378_13.tif,0.015,4.846,97.896
global_monthly_2018_06_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,3.049,30.215,91.489
global_monthly_2018_06_mosaic_L15-1276E-1107N_5105_3761_13.tif,5.362,96.263,43.899
global_monthly_2019_08_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,59.164,46.124,1.92
global_monthly_2018_01_mosaic_L15-1615E-1206N_6460_3366_13 2.tif,90.537,10.908,2.042
global_monthly_2019_01_mosaic_L15-0924E-1108N_3699_3757_13 2.tif,51.853,41.486,27.116
global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,0.272,60.623,70.596
global_monthly_2020_01_mosaic_L15-1289E-1169N_5156_3514_13.tif,77.483,23.439,57.111
global_monthly_2018_08_mosaic_L15-1276E-1107N_5105_3761_13.tif,41.626,76.554,8.865
global_monthly_2019_10_mosaic_L15-1439E-1134N_5759_3655_13.tif,84.376,19.927,4.562
global_monthly_2019_06_mosaic_L15-1479E-1101N_5916_3785_13 2.tif,19.312,84.295,1.687
global_monthly_2019_02_mosaic_L15-1015E-1062N_4061_3941_13 2.tif,74.9,29.863,0.481
global_monthly_2019_07_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,94.49,6.14,11.001
global_monthly_2018_07_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,56.821,46.7,8.849
global_monthly_2018_01_mosaic_L15-1015E-1062N_4061_3941_13.tif,92.368,10.291,0.399
global_monthly_2019_03_mosaic_L15-0457E-1135N_1831_3648_13 2.tif,11.035,78.759,30.941
global_monthly_2019_02_mosaic_L15-1204E-1204N_4819_3372_13.tif,15.317,58.185,81.02
global_monthly_2018_07_mosaic_L15-1703E-1219N_6813_3313_13.tif,88.614,11.766,11.415
global_monthly_2018_03_mosaic_L15-1438E-1134N_5753_3655_13.tif,58.288,45.295,15.889
global_monthly_2019_01_mosaic_L15-1669E-1160N_6679_3549_13 2.tif,55.066,39.323,9.353
global_monthly_2019_01_mosaic_L15-1672E-1207N_6691_3363_13.tif,48.726,49.684,15.911
global_monthly_2018_08_mosaic_L15-1748E-1247N_6993_3202_13.tif,82,12.173,15.29
global_monthly_2019_04_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,72.69,29.515,5.985
global_monthly_2018_02_mosaic_L15-1691E-1211N_6764_3347_13.tif,40.134,64.337,6.323
global_monthly_2018_02_mosaic_L15-0457E-1135N_1831_3648_13.tif,4.483,87.023,25.251
global_monthly_2019_03_mosaic_L15-0387E-1276N_1549_3087_13.tif,17.746,88.456,10.831
global_monthly_2019_12_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,87.789,14.848,4.314
global_monthly_2018_12_mosaic_L15-0595E-1278N_2383_3079_13.tif,58.78,44.256,3.646
global_monthly_2019_05_mosaic_L15-0760E-0887N_3041_4643_13.tif,73.14,26.154,5.577
global_monthly_2018_06_mosaic_L15-1748E-1247N_6993_3202_13.tif,76.597,13.225,21.096
global_monthly_2018_12_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,47.954,54.446,10.195
global_monthly_2019_04_mosaic_L15-1172E-1306N_4688_2967_13.tif,72.69,29.515,5.985
global_monthly_2019_05_mosaic_L15-1716E-1211N_6864_3345_13.tif,78.361,25.775,6.387
global_monthly_2019_09_mosaic_L15-1617E-1207N_6468_3360_13 2.tif,87.806,8.526,9.608
global_monthly_2018_09_mosaic_L15-1703E-1219N_6813_3313_13.tif,89.225,11.426,7.57
global_monthly_2019_03_mosaic_L15-0387E-1276N_1549_3087_13 2.tif,17.746,88.456,10.831
global_monthly_2020_01_mosaic_L15-0586E-1127N_2345_3680_13.tif,66.188,34.433,10.018
global_monthly_2020_01_mosaic_L15-1848E-0793N_7394_5018_13.tif,9.177,93.004,3.548
global_monthly_2018_10_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,89.169,11.591,2.789
global_monthly_2019_08_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,33.61,84.033,20.671
global_monthly_2019_11_mosaic_L15-1709E-1112N_6838_3742_13.tif,88.159,10.888,8.143
global_monthly_2017_07_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,83.836,15.712,9.523
global_monthly_2018_08_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,83.993,21.852,5.995
global_monthly_2019_02_mosaic_L15-1138E-1216N_4553_3325_13.tif,43.373,60.886,24.263
global_monthly_2019_03_mosaic_L15-0487E-1246N_1950_3207_13.tif,51.324,54.393,5.846
global_monthly_2018_10_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,79.128,24.691,4.867
global_monthly_2018_03_mosaic_L15-1439E-1134N_5759_3655_13 2.tif,33.858,68.14,13.361
global_monthly_2018_03_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,76.856,35.919,12.207
global_monthly_2020_01_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,61.141,45.963,1.95
global_monthly_2019_12_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,51.348,54.59,5.433
global_monthly_2019_03_mosaic_L15-1538E-1163N_6154_3539_13 2.tif,87.764,15.282,3.491
global_monthly_2018_10_mosaic_L15-1538E-1163N_6154_3539_13.tif,91.86,10.053,3.853
global_monthly_2018_06_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,78.331,21.652,20.717
global_monthly_2018_11_mosaic_L15-1209E-1113N_4838_3737_13.tif,19.151,87.089,0.64
global_monthly_2018_05_mosaic_L15-0387E-1276N_1549_3087_13.tif,15.534,58.584,51.919
global_monthly_2019_06_mosaic_L15-1298E-1322N_5193_2903_13.tif,43.48,58.236,4.056
global_monthly_2019_04_mosaic_L15-0457E-1135N_1831_3648_13.tif,17.625,78.173,20.827
global_monthly_2018_02_mosaic_L15-1172E-1306N_4688_2967_13.tif,47.886,57.338,3.873
global_monthly_2018_09_mosaic_L15-1672E-1207N_6691_3363_13.tif,65.28,28.483,22.848
global_monthly_2018_03_mosaic_L15-0760E-0887N_3041_4643_13.tif,78.545,20.083,10.614
global_monthly_2018_09_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,18.839,81.371,16.079
global_monthly_2019_05_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,81.81,19.264,5.223
global_monthly_2017_09_mosaic_L15-1615E-1206N_6460_3366_13.tif,88.003,12.547,2.307
global_monthly_2018_01_mosaic_L15-1438E-1134N_5753_3655_13 2.tif,83.16,21.201,8.19
global_monthly_2018_02_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,0.025,11.418,96.739
global_monthly_2019_11_mosaic_L15-1479E-1101N_5916_3785_13.tif,83.548,18.511,2.241
global_monthly_2019_01_mosaic_L15-0506E-1204N_2027_3374_13 2.tif,68.818,35.204,4.341
global_monthly_2018_03_mosaic_L15-1716E-1211N_6864_3345_13.tif,41.217,59.369,20.04
global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,15.883,83.26,34.784
global_monthly_2017_07_mosaic_L15-1615E-1206N_6460_3366_13.tif,96.006,3.842,0.968
global_monthly_2018_02_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,24.231,75.904,10.399
global_monthly_2019_05_mosaic_L15-1438E-1134N_5753_3655_13.tif,33.781,64.617,17.047
global_monthly_2018_07_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,86.058,12.572,6.176
global_monthly_2019_01_mosaic_L15-1703E-1219N_6813_3313_13.tif,51.495,55.457,2.789
global_monthly_2018_04_mosaic_L15-1204E-1204N_4819_3372_13.tif,6.333,34.537,89.323
global_monthly_2019_05_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,82.401,14.183,6.806
global_monthly_2018_01_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,82.504,13.603,8.243
global_monthly_2019_03_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,33.695,71.216,6.022
global_monthly_2019_08_mosaic_L15-1298E-1322N_5193_2903_13.tif,59.164,46.124,1.92
global_monthly_2019_01_mosaic_L15-0760E-0887N_3041_4643_13 2.tif,75.253,22.992,9.29
global_monthly_2019_04_mosaic_L15-1691E-1211N_6764_3347_13.tif,76.617,27.985,2.837
global_monthly_2018_07_mosaic_L15-1672E-1207N_6691_3363_13.tif,74.976,19.884,27.33
global_monthly_2018_01_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,53.489,55.963,6.332
global_monthly_2018_09_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,40.562,51.25,26.371
global_monthly_2018_01_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,3.464,40.252,91.305
global_monthly_2019_09_mosaic_L15-1210E-1025N_4840_4088_13.tif,79.894,22.61,1.691
global_monthly_2018_07_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,5.549,81.771,35.923
global_monthly_2019_08_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,70.629,25.728,5.95
global_monthly_2019_07_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,90.188,11.58,4.333
global_monthly_2018_01_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,0.108,97.846,35.26
global_monthly_2019_12_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,84.781,17.072,4.104
global_monthly_2018_07_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,56.057,8.207,3.548
global_monthly_2018_04_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,0.492,26.343,96.889
global_monthly_2019_08_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,17.698,79.608,89.587
global_monthly_2019_12_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.015,8.898,95.815
global_monthly_2019_04_mosaic_L15-0924E-1108N_3699_3757_13.tif,10.298,36.277,22.707
global_monthly_2018_12_mosaic_L15-1296E-1198N_5184_3399_13.tif,26.539,64.684,76.082
global_monthly_2019_06_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,1.889,80.35,44.663
global_monthly_2019_06_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,28.457,74.963,4.375
global_monthly_2019_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,61.549,35.453,17.441
global_monthly_2018_10_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,55.255,49.563,6.624
global_monthly_2019_03_mosaic_L15-1669E-1160N_6679_3549_13.tif,67.356,32.07,6.85
global_monthly_2019_03_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,53.839,43.993,15.977
global_monthly_2019_07_mosaic_L15-1210E-1025N_4840_4088_13.tif,79.518,21.513,0.71
global_monthly_2018_09_mosaic_L15-1538E-1163N_6154_3539_13 2.tif,86.35,2.823,2.421
global_monthly_2019_03_mosaic_L15-0632E-0892N_2528_4620_13.tif,0.063,75.431,82.792
global_monthly_2019_11_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,81.003,25.478,70.812
global_monthly_2019_09_mosaic_L15-0506E-1204N_2027_3374_13.tif,90.552,8.626,5.718
global_monthly_2018_07_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,70.421,27.383,11.826
global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,0.272,60.623,70.596
global_monthly_2019_02_mosaic_L15-1848E-0793N_7394_5018_13.tif,10.426,90.261,2.922
global_monthly_2018_12_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,59.717,42.907,5.785
global_monthly_2017_09_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,79.713,13.363,12.699
global_monthly_2019_12_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,54.221,45.164,15.518
global_monthly_2019_08_mosaic_L15-1203E-1203N_4815_3378_13.tif,17.698,79.608,89.587
global_monthly_2019_02_mosaic_L15-0586E-1127N_2345_3680_13.tif,46.945,51.87,14.595
global_monthly_2019_09_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,55.437,42.813,7.841
global_monthly_2019_07_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,87.054,14.738,4.607
global_monthly_2018_04_mosaic_L15-1289E-1169N_5156_3514_13.tif,0.492,26.343,96.889
global_monthly_2018_02_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,6.818,94.445,19.058
global_monthly_2019_06_mosaic_L15-1203E-1203N_4815_3378_13.tif,0.415,14.613,98.358
global_monthly_2019_05_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,78.199,25.923,5.113
global_monthly_2018_11_mosaic_L15-1014E-1375N_4056_2688_13.tif,68.98,28.168,13.694
global_monthly_2019_02_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,53.324,54.049,2.083
global_monthly_2019_07_mosaic_L15-0506E-1204N_2027_3374_13.tif,94.485,4.244,5.685
global_monthly_2018_07_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.023,47.006,84.661
global_monthly_2020_01_mosaic_L15-1138E-1216N_4553_3325_13.tif,47.742,67.967,5.965
global_monthly_2018_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,70.558,34.132,4.108
global_monthly_2018_02_mosaic_L15-0924E-1108N_3699_3757_13.tif,20.501,36.355,25.446
global_monthly_2018_07_mosaic_L15-0571E-1075N_2287_3888_13.tif,54.065,31.871,36.186
global_monthly_2018_03_mosaic_L15-1617E-1207N_6468_3360_13 2.tif,82.094,20.891,7.509
global_monthly_2018_09_mosaic_L15-0387E-1276N_1549_3087_13 2.tif,13.822,71.499,42.827
global_monthly_2018_05_mosaic_L15-1669E-1160N_6679_3549_13.tif,75.02,16.385,24.952
global_monthly_2020_01_mosaic_L15-1204E-1204N_4819_3372_13.tif,39.38,74.772,45.911
global_monthly_2018_10_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,84.656,10.756,12.438
global_monthly_2018_01_mosaic_L15-1210E-1025N_4840_4088_13.tif,88.619,13.366,0.23
global_monthly_2019_11_mosaic_L15-1617E-1207N_6468_3360_13.tif,95.428,6.998,3.637
global_monthly_2018_04_mosaic_L15-1204E-1202N_4816_3380_13 2.tif,1.404,41.159,94.77
global_monthly_2018_09_mosaic_L15-0457E-1135N_1831_3648_13 2.tif,65.574,25.498,17.776
global_monthly_2017_09_mosaic_L15-1615E-1206N_6460_3366_13 2.tif,88.003,12.547,2.307
global_monthly_2018_09_mosaic_L15-0571E-1075N_2287_3888_13.tif,34.989,8.538,7.3
global_monthly_2019_05_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,42.844,59.388,13.381
global_monthly_2019_08_mosaic_L15-1200E-0847N_4802_4803_13.tif,58.479,48.262,3.016
global_monthly_2019_01_mosaic_L15-1703E-1219N_6813_3313_13 2.tif,51.495,55.457,2.789
global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,4.283,67.684,63.516
global_monthly_2019_10_mosaic_L15-1335E-1166N_5342_3524_13.tif,99.677,0.129,99.637
global_monthly_2018_01_mosaic_L15-0506E-1204N_2027_3374_13.tif,68.827,37.334,2.502
global_monthly_2018_06_mosaic_L15-1481E-1119N_5927_3715_13.tif,22.932,80.411,8.996
global_monthly_2018_08_mosaic_L15-1669E-1160N_6678_3548_13.tif,76.807,12.969,8.199
global_monthly_2018_01_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0.073,16.517,98.596
global_monthly_2017_09_mosaic_L15-1615E-1205N_6460_3370_13.tif,84.252,13.466,8.182
global_monthly_2019_12_mosaic_L15-0358E-1220N_1433_3310_13.tif,54.221,45.164,15.518
global_monthly_2019_07_mosaic_L15-0566E-1185N_2265_3451_13 2.tif,80.46,0.43,3.998
global_monthly_2018_05_mosaic_L15-0632E-0892N_2528_4620_13.tif,0.005,42.175,86.268
global_monthly_2019_12_mosaic_L15-0361E-1300N_1446_2989_13.tif,48.319,56.191,2.454
global_monthly_2018_02_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,3.554,86.345,19.633
global_monthly_2018_04_mosaic_L15-1848E-0793N_7394_5018_13.tif,46.698,64.626,2.197
global_monthly_2018_06_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,76.597,13.225,21.096
global_monthly_2017_07_mosaic_L15-1615E-1205N_6460_3370_13.tif,83.982,14.088,7.859
global_monthly_2017_08_mosaic_L15-1690E-1211N_6763_3346_13.tif,86.896,6.678,14.099
global_monthly_2018_06_mosaic_L15-1669E-1160N_6678_3548_13.tif,16.943,4.704,7.636
global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13.tif,0.43,60.288,69.893
global_monthly_2018_08_mosaic_L15-1481E-1119N_5927_3715_13.tif,83.993,21.852,5.995
global_monthly_2019_02_mosaic_L15-1289E-1169N_5156_3514_13.tif,2.641,38.706,90.213
global_monthly_2019_12_mosaic_L15-1389E-1284N_5557_3054_13.tif,31.954,78.802,7.352
global_monthly_2019_06_mosaic_L15-1200E-0847N_4802_4803_13.tif,76.255,29.582,4.932
global_monthly_2018_04_mosaic_L15-0586E-1127N_2345_3680_13.tif,53.898,48.4,14.809
global_monthly_2018_09_mosaic_L15-1669E-1160N_6678_3548_13.tif,79.287,16.102,5.864
global_monthly_2018_08_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,42.117,50.003,25.702
global_monthly_2017_07_mosaic_L15-1690E-1211N_6763_3346_13.tif,79.3,15.981,15.371
global_monthly_2017_08_mosaic_L15-1615E-1205N_6460_3370_13.tif,85.936,12.053,7.95
global_monthly_2018_06_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,7.781,86.898,27.387
global_monthly_2019_11_mosaic_L15-1335E-1166N_5342_3524_13.tif,73.899,45.565,93.973
global_monthly_2017_11_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,72.783,28.303,9.713
global_monthly_2019_09_mosaic_L15-1200E-0847N_4802_4803_13.tif,53.598,52.696,3.652
global_monthly_2019_09_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,74.84,30.132,13.729
global_monthly_2019_06_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,85.952,14.723,6.947
global_monthly_2018_06_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,76.377,17.703,14.966
global_monthly_2018_05_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,2.054,31.031,94.815
global_monthly_2018_01_mosaic_L15-1203E-1203N_4815_3378_13.tif,2.074,33.852,92.069
global_monthly_2019_01_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,61.549,35.453,17.441
global_monthly_2019_03_mosaic_L15-1289E-1169N_5156_3514_13.tif,7.717,43.702,91.772
global_monthly_2019_09_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,10.929,56.795,91.389
global_monthly_2018_05_mosaic_L15-0586E-1127N_2345_3680_13.tif,63.03,37.662,13.993
global_monthly_2019_07_mosaic_L15-1200E-0847N_4802_4803_13.tif,62.129,44.415,3.679
global_monthly_2019_07_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,11.518,89.852,2.305
global_monthly_2020_01_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,66.188,34.433,10.018
global_monthly_2019_07_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,8.187,88.394,34.394
global_monthly_2018_11_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,66.738,35.417,6.178
global_monthly_2018_05_mosaic_L15-1848E-0793N_7394_5018_13.tif,0,0,0
global_monthly_2018_07_mosaic_L15-1669E-1160N_6678_3548_13.tif,78.425,13.643,10.268
global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,2.252,77.386,50.275
global_monthly_2018_09_mosaic_L15-1481E-1119N_5927_3715_13.tif,89.423,10.218,3.815
global_monthly_2018_04_mosaic_L15-0632E-0892N_2528_4620_13.tif,0.069,28.75,88.168
global_monthly_2019_02_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,54.033,48.694,10.242
global_monthly_2019_10_mosaic_L15-1617E-1207N_6468_3360_13.tif,78.478,24.965,7.757
global_monthly_2018_12_mosaic_L15-0977E-1187N_3911_3441_13.tif,0.062,34.292,96.843
global_monthly_2018_08_mosaic_L15-1538E-1163N_6154_3539_13 2.tif,95.65,6.728,0.687
global_monthly_2019_10_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,79.498,29.718,81.673
global_monthly_2018_04_mosaic_L15-1669E-1160N_6679_3549_13.tif,66.743,30.218,6.823
global_monthly_2018_06_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,77.441,20.081,13.628
global_monthly_2017_08_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,81.681,11.953,12.296
global_monthly_2019_06_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,85.439,15.824,5.524
global_monthly_2018_03_mosaic_L15-0924E-1108N_3699_3757_13.tif,4.656,41.703,21.385
global_monthly_2018_01_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,85.745,15.887,5.169
global_monthly_2019_08_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,68.296,29.736,18.265
global_monthly_2018_03_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,1.971,95.552,24.389
global_monthly_2018_08_mosaic_L15-0571E-1075N_2287_3888_13.tif,45.737,18.685,19.86
global_monthly_2019_03_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,40.987,67.498,0.694
global_monthly_2019_04_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,78.199,24.851,5.618
global_monthly_2018_12_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,6.393,92.52,13.929
global_monthly_2018_12_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,49.104,61.949,5.002
global_monthly_2019_12_mosaic_L15-1669E-1153N_6678_3579_13.tif,64.518,29.717,19.474
global_monthly_2018_06_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.065,67.616,79.631
global_monthly_2019_01_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,78.875,21.34,1.574
global_monthly_2019_03_mosaic_L15-0586E-1127N_2345_3680_13.tif,39.089,60.305,12.298
global_monthly_2018_05_mosaic_L15-1289E-1169N_5156_3514_13.tif,2.054,31.031,94.815
global_monthly_2020_01_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,75.673,29.634,4.968
global_monthly_2018_02_mosaic_L15-1617E-1207N_6468_3360_13 2.tif,64.065,39.291,13.702
global_monthly_2019_09_mosaic_L15-1203E-1203N_4815_3378_13.tif,10.929,56.795,91.389
global_monthly_2018_08_mosaic_L15-0387E-1276N_1549_3087_13 2.tif,7.829,68.871,49.297
global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13.tif,0.816,79.524,51.548
global_monthly_2019_01_mosaic_L15-1669E-1160N_6678_3548_13.tif,73.7,16.01,17.869
global_monthly_2019_03_mosaic_L15-1848E-0793N_7394_5018_13.tif,33.307,71.403,2.395
global_monthly_2019_02_mosaic_L15-0632E-0892N_2528_4620_13.tif,0.309,83.966,76.952
global_monthly_2018_11_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,78.89,18.732,8.519
global_monthly_2019_08_mosaic_L15-0506E-1204N_2027_3374_13.tif,95.606,4.538,3.042
global_monthly_2020_01_mosaic_L15-0487E-1246N_1950_3207_13.tif,21.939,81.702,5.506
global_monthly_2019_01_mosaic_L15-1481E-1119N_5927_3715_13.tif,48.057,56.322,5.873
global_monthly_2019_06_mosaic_L15-0506E-1204N_2027_3374_13.tif,95.205,3.639,5.429
global_monthly_2018_01_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,0,97.798,2.989
global_monthly_2018_05_mosaic_L15-1204E-1202N_4816_3380_13 2.tif,0.006,16.935,99.191
global_monthly_2019_12_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,29.918,76.396,1.994
global_monthly_2018_08_mosaic_L15-0457E-1135N_1831_3648_13 2.tif,71.533,25.124,22.615
global_monthly_2019_01_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,18.172,87.239,0.537
global_monthly_2018_10_mosaic_L15-1014E-1375N_4056_2688_13.tif,81.112,18.269,6.287
global_monthly_2017_08_mosaic_L15-1615E-1206N_6460_3366_13 2.tif,94.302,5.409,1.216
global_monthly_2019_07_mosaic_L15-1203E-1203N_4815_3378_13.tif,5.379,70.567,90.054
global_monthly_2019_04_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,54.785,49.572,6.451
global_monthly_2019_08_mosaic_L15-1210E-1025N_4840_4088_13.tif,77.171,24.384,0.993
global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,1.633,75.718,54.559
global_monthly_2019_06_mosaic_L15-0566E-1185N_2265_3451_13 2.tif,89.001,10.682,6.85
global_monthly_2019_06_mosaic_L15-1210E-1025N_4840_4088_13.tif,85.328,16.233,0.617
global_monthly_2019_02_mosaic_L15-1669E-1160N_6679_3549_13.tif,48.033,33.327,10.098
global_monthly_2018_03_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,13.426,86.746,5.155
global_monthly_2018_07_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,80.585,8.628,18.576
global_monthly_2019_05_mosaic_L15-0924E-1108N_3699_3757_13.tif,10.349,39.733,13.991
global_monthly_2018_10_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,74.401,31.118,2.557
global_monthly_2017_08_mosaic_L15-1615E-1206N_6460_3366_13.tif,94.302,5.409,1.216
global_monthly_2018_02_mosaic_L15-1716E-1211N_6864_3345_13.tif,36.212,66.856,16.038
global_monthly_2018_03_mosaic_L15-1172E-1306N_4688_2967_13.tif,63.657,44.948,4.985
global_monthly_2018_08_mosaic_L15-1672E-1207N_6691_3363_13.tif,67.812,24.328,32.841
global_monthly_2019_01_mosaic_L15-1748E-1247N_6993_3202_13.tif,29.702,69.925,7.257
global_monthly_2018_02_mosaic_L15-0760E-0887N_3041_4643_13.tif,76.043,20.033,12.298
global_monthly_2018_04_mosaic_L15-0387E-1276N_1549_3087_13.tif,8.301,70.66,47.078
global_monthly_2019_09_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,57.776,48.363,1.866
global_monthly_2019_07_mosaic_L15-1298E-1322N_5193_2903_13.tif,50.333,52.474,5.242
global_monthly_2018_10_mosaic_L15-1209E-1113N_4838_3737_13.tif,15.721,89.994,1.025
global_monthly_2020_01_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,21.939,81.702,5.506
global_monthly_2019_05_mosaic_L15-0457E-1135N_1831_3648_13.tif,31.533,67.865,21.087
global_monthly_2018_07_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,3.743,31.103,91.578
global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,0.816,79.524,51.548
global_monthly_2018_06_mosaic_L15-1672E-1207N_6691_3363_13.tif,71.089,22.383,26.76
global_monthly_2019_05_mosaic_L15-1691E-1211N_6764_3347_13.tif,81.81,19.264,5.223
global_monthly_2018_12_mosaic_L15-1709E-1112N_6838_3742_13 2.tif,71.811,30.476,9.029
global_monthly_2019_09_mosaic_L15-1298E-1322N_5193_2903_13.tif,57.776,48.363,1.866
global_monthly_2019_04_mosaic_L15-1438E-1134N_5753_3655_13.tif,45.829,63.351,8.791
